"","rnames","variable","value","rank"
"56007","5559","V1716",3343.24,5
"56008","5559","V1696",3347.89,6
"56009","5559","V847",3502.68,7
"56010","5559","V5546",3593.67,8
"56011","5559","V1704",3898.03,9
"56012","5559","V852",4666.19,10
"56013","556","V5097",2618.36,1
"56014","556","V5090",2984.22,2
"56015","556","V559",4439.33,3
"56016","556","V5085",4543.36,4
"56017","556","V5096",4577.27,5
"56018","556","V555",4677.01,6
"56019","556","V1486",5370.45,7
"56020","556","V563",5467.87,8
"56021","556","V561",5650.51,9
"56022","556","V558",6666.76,10
"56023","5560","V10305",2210.98,1
"56024","5560","V5564",2607.46,2
"56025","5560","V874",2826.56,3
"56026","5560","V880",2941.18,4
"56027","5560","V872",3431.13,5
"56028","5560","V5565",3437.88,6
"56029","5560","V873",4053.83,7
"56030","5560","V882",4133.9,8
"56031","5560","V4299",4627.43,9
"56032","5560","V5562",4685.31,10
"56033","5561","V2459",1329.51,1
"56034","5561","V663",1643.73,2
"56035","5561","V5251",1810.36,3
"56036","5561","V5249",2242.69,4
"56037","5561","V7625",2362.82,5
"56038","5561","V5252",3629.94,6
"56039","5561","V662",3657.56,7
"56040","5561","V661",4254.02,8
"56041","5561","V5247",4589.97,9
"56042","5561","V660",4910.3,10
"56043","5562","V873",1529.01,1
"56044","5562","V870",2436.86,2
"56045","5562","V10305",2492.66,3
"56046","5562","V5565",2492.67,4
"56047","5562","V5566",2970.79,5
"56048","5562","V5567",3073.29,6
"56049","5562","V869",3174.08,7
"56050","5562","V880",3412.69,8
"56051","5562","V872",3448.16,9
"56052","5562","V5568",3552.55,10
"56053","5563","V10306",1262.41,1
"56054","5563","V10225",1326.26,2
"56055","5563","V10290",1376.61,3
"56056","5563","V8367",1540.22,4
"56057","5563","V5571",1858.21,5
"56058","5563","V667",2145.89,6
"56059","5563","V668",2221.55,7
"56060","5563","V5250",2497.72,8
"56061","5563","V6575",3150.25,9
"56062","5563","V666",3207.67,10
"56063","5564","V872",2360.43,1
"56064","5564","V4299",2548.02,2
"56065","5564","V5560",2607.46,3
"56066","5564","V878",2944.34,4
"56067","5564","V5565",3082.42,5
"56068","5564","V888",3298.13,6
"56069","5564","V10305",3590.67,7
"56070","5564","V873",4096.93,8
"56071","5564","V8640",4339.23,9
"56072","5564","V869",4490,10
"56073","5565","V872",957.92,1
"56074","5565","V873",1035.76,2
"56075","5565","V870",1820.72,3
"56076","5565","V869",2029.95,4
"56077","5565","V888",2064.27,5
"56078","5565","V10305",2120.74,6
"56079","5565","V5566",2232.56,7
"56080","5565","V5562",2492.67,8
"56081","5565","V5568",2598.93,9
"56082","5565","V5564",3082.42,10
"56083","5566","V869",450.24,1
"56084","5566","V870",564.61,2
"56085","5566","V5568",581.93,3
"56086","5566","V873",1954.86,4
"56087","5566","V888",2004.11,5
"56088","5566","V5565",2232.56,6
"56089","5566","V872",2541.72,7
"56090","5566","V557",2866.66,8
"56091","5566","V5562",2970.79,9
"56092","5566","V878",3938.56,10
"56093","5567","V876",1748.13,1
"56094","5567","V880",1913.82,2
"56095","5567","V5562",3073.29,3
"56096","5567","V10305",3140.49,4
"56097","5567","V879",4044.31,5
"56098","5567","V560",4177.86,6
"56099","5567","V873",4211.13,7
"56100","5567","V5560",4770.25,8
"56101","5567","V5565",4783.39,9
"56102","5567","V874",4821.99,10
"56103","5568","V869",568.99,1
"56104","5568","V5566",581.93,2
"56105","5568","V870",1131.43,3
"56106","5568","V888",1839.71,4
"56107","5568","V873",2480.16,5
"56108","5568","V5565",2598.93,6
"56109","5568","V872",2718.11,7
"56110","5568","V557",2985.16,8
"56111","5568","V5562",3552.55,9
"56112","5568","V878",3667.27,10
"56113","5569","V7249",1968.76,1
"56114","5569","V2118",2310.14,2
"56115","5569","V7250",2783.06,3
"56116","5569","V879",3892.87,4
"56117","5569","V2117",4022.57,5
"56118","5569","V881",4081.73,6
"56119","5569","V877",4190.51,7
"56120","5569","V874",4362.88,8
"56121","5569","V7246",4517.58,9
"56122","5569","V5256",5065.83,10
"56123","557","V5566",2866.66,1
"56124","557","V5568",2985.16,2
"56125","557","V870",3039.46,3
"56126","557","V869",3296.88,4
"56127","557","V5562",3959.58,5
"56128","557","V873",4048.25,6
"56129","557","V5086",4235.77,7
"56130","557","V560",4626.26,8
"56131","557","V552",4794.85,9
"56132","557","V5565",4803.55,10
"56133","5570","V5576",2913.64,1
"56134","5570","V890",3216.36,2
"56135","5570","V5748",3900.8,3
"56136","5570","V7328",3992.51,4
"56137","5570","V9655",4085.04,5
"56138","5570","V5572",4254.56,6
"56139","5570","V5575",5023.18,7
"56140","5570","V10226",5447.41,8
"56141","5570","V8442",5521.99,9
"56142","5570","V889",6056.14,10
"56143","5571","V8367",1747.61,1
"56144","5571","V5563",1858.21,2
"56145","5571","V883",1981.13,3
"56146","5571","V10306",2332.16,4
"56147","5571","V10225",2979.06,5
"56148","5571","V667",3042.21,6
"56149","5571","V10290",3222.61,7
"56150","5571","V4820",3533.66,8
"56151","5571","V6575",3741.17,9
"56152","5571","V668",3955.14,10
"56153","5572","V892",2774.32,1
"56154","5572","V10226",2800.92,2
"56155","5572","V890",3355.59,3
"56156","5572","V9655",3517.2,4
"56157","5572","V5570",4254.56,5
"56158","5572","V891",4955.03,6
"56159","5572","V889",5259.41,7
"56160","5572","V5573",5270.74,8
"56161","5572","V8639",5503.31,9
"56162","5572","V5576",5517.11,10
"56163","5573","V325",1729.4,1
"56164","5573","V4820",2252.48,2
"56165","5573","V892",2974.17,3
"56166","5573","V8639",3070.35,4
"56167","5573","V883",3154.25,5
"56168","5573","V4824",3230.35,6
"56169","5573","V4829",3680.36,7
"56170","5573","V889",3812.64,8
"56171","5573","V8640",4365.08,9
"56172","5573","V9655",4538.13,10
"56173","5574","V4370",1570.69,1
"56174","5574","V5671",2059.3,2
"56175","5574","V6978",2076.38,3
"56176","5574","V885",2180.45,4
"56177","5574","V6",2649.65,5
"56178","5574","V552",2963.02,6
"56179","5574","V10308",3372.29,7
"56180","5574","V884",3710.84,8
"56181","5574","V5672",4116.37,9
"56182","5574","V893",4301.42,10
"56183","5575","V886",1971.7,1
"56184","5575","V8442",2046.48,2
"56185","5575","V5748",2179.4,3
"56186","5575","V5576",3257.24,4
"56187","5575","V3009",3978.72,5
"56188","5575","V887",4390.97,6
"56189","5575","V8443",4793.78,7
"56190","5575","V5570",5023.18,8
"56191","5575","V4828",5550.11,9
"56192","5575","V1637",5551.15,10
"56193","5576","V5570",2913.64,1
"56194","5576","V9655",3096.41,2
"56195","5576","V5575",3257.24,3
"56196","5576","V887",3498.13,4
"56197","5576","V5748",3620.84,5
"56198","5576","V889",4289.78,6
"56199","5576","V886",4526.25,7
"56200","5576","V8442",4763.07,8
"56201","5576","V4828",5226.87,9
"56202","5576","V5572",5517.11,10
"56203","5577","V5583",418.22,1
"56204","5577","V897",508.83,2
"56205","5577","V5588",852.64,3
"56206","5577","V905",882.21,4
"56207","5577","V2522",890.14,5
"56208","5577","V899",1010.24,6
"56209","5577","V5578",1013.97,7
"56210","5577","V5584",1238.45,8
"56211","5577","V5582",1590.68,9
"56212","5577","V894",1795.17,10
"56213","5578","V905",298.96,1
"56214","5578","V899",457.31,2
"56215","5578","V897",532.73,3
"56216","5578","V5582",860.06,4
"56217","5578","V5587",872.91,5
"56218","5578","V5577",1013.97,6
"56219","5578","V5583",1153.77,7
"56220","5578","V5589",1254.01,8
"56221","5578","V5579",1340,9
"56222","5578","V894",1396.35,10
"56223","5579","V5589",382.29,1
"56224","5579","V5587",611.49,2
"56225","5579","V5580",663.43,3
"56226","5579","V5581",878.8,4
"56227","5579","V5582",1151.4,5
"56228","5579","V5578",1340,6
"56229","5579","V899",1473.32,7
"56230","5579","V905",1548.34,8
"56231","5579","V894",1746.8,9
"56232","5579","V897",1852.63,10
"56233","558","V5096",2652,1
"56234","558","V5094",2901.34,2
"56235","558","V1491",3195.56,3
"56236","558","V551",3706.67,4
"56237","558","V5086",4337.32,5
"56238","558","V5085",4710.47,6
"56239","558","V1486",4720.08,7
"56240","558","V560",5531.66,8
"56241","558","V548",5566.32,9
"56242","558","V6408",5590.76,10
"56243","5580","V5579",663.43,1
"56244","5580","V5589",913.36,2
"56245","5580","V5581",1151.66,3
"56246","5580","V5587",1202.1,4
"56247","5580","V5582",1752.33,5
"56248","5580","V5578",1998.95,6
"56249","5580","V899",2130.1,7
"56250","5580","V905",2192.14,8
"56251","5580","V10406",2247.54,9
"56252","5580","V894",2273.58,10
"56253","5581","V5587",626.25,1
"56254","5581","V5579",878.8,2
"56255","5581","V5580",1151.66,3
"56256","5581","V5589",1212.32,4
"56257","5581","V5578",1417.13,5
"56258","5581","V905",1462.11,6
"56259","5581","V5582",1725.33,7
"56260","5581","V899",1769.47,8
"56261","5581","V10406",1806.04,9
"56262","5581","V897",1929.97,10
"56263","5582","V899",584.19,1
"56264","5582","V894",668.29,2
"56265","5582","V5589",839.56,3
"56266","5582","V5578",860.06,4
"56267","5582","V5587",1106.68,5
"56268","5582","V897",1108.97,6
"56269","5582","V5579",1151.4,7
"56270","5582","V905",1156.8,8
"56271","5582","V5584",1414.32,9
"56272","5582","V5583",1497.08,10
"56273","5583","V5577",418.22,1
"56274","5583","V897",630.8,2
"56275","5583","V5588",730.92,3
"56276","5583","V5584",832.13,4
"56277","5583","V899",970.8,5
"56278","5583","V905",1124.75,6
"56279","5583","V5578",1153.77,7
"56280","5583","V2522",1178.12,8
"56281","5583","V5582",1497.08,9
"56282","5583","V894",1546.18,10
"56283","5584","V5583",832.13,1
"56284","5584","V894",1091.72,2
"56285","5584","V899",1164.64,3
"56286","5584","V897",1202.03,4
"56287","5584","V5577",1238.45,5
"56288","5584","V5588",1242.4,6
"56289","5584","V5582",1414.32,7
"56290","5584","V5598",1527.47,8
"56291","5584","V5578",1566.13,9
"56292","5584","V905",1683.47,10
"56293","5585","V5586",2032.67,1
"56294","5585","V896",2402.85,2
"56295","5585","V5580",2408.48,3
"56296","5585","V10406",2999.39,4
"56297","5585","V5579",3071.4,5
"56298","5585","V5589",3264.32,6
"56299","5585","V5581",3304.41,7
"56300","5585","V5587",3578.95,8
"56301","5585","V895",3602.7,9
"56302","5585","V5591",3884.9,10
"56303","5586","V10406",1842.57,1
"56304","5586","V5585",2032.67,2
"56305","5586","V5591",2566.91,3
"56306","5586","V5580",3002.47,4
"56307","5586","V5581",3229.71,5
"56308","5586","V7749",3395.42,6
"56309","5586","V896",3484.27,7
"56310","5586","V5579",3537.49,8
"56311","5586","V2526",3610.09,9
"56312","5586","V5587",3772.61,10
"56313","5587","V5579",611.49,1
"56314","5587","V5581",626.25,2
"56315","5587","V5589",773.77,3
"56316","5587","V5578",872.91,4
"56317","5587","V905",1009.43,5
"56318","5587","V5582",1106.68,6
"56319","5587","V899",1164.39,7
"56320","5587","V5580",1202.1,8
"56321","5587","V897",1405.36,9
"56322","5587","V894",1774.59,10
"56323","5588","V5583",730.92,1
"56324","5588","V5577",852.64,2
"56325","5588","V2522",942.53,3
"56326","5588","V5584",1242.4,4
"56327","5588","V897",1299.62,5
"56328","5588","V2514",1347.5,6
"56329","5588","V899",1700.03,7
"56330","5588","V905",1732.44,8
"56331","5588","V5578",1831.51,9
"56332","5588","V894",2199.42,10
"56333","5589","V5579",382.29,1
"56334","5589","V5587",773.77,2
"56335","5589","V5582",839.56,3
"56336","5589","V5580",913.36,4
"56337","5589","V5581",1212.32,5
"56338","5589","V5578",1254.01,6
"56339","5589","V899",1267.83,7
"56340","5589","V894",1386,8
"56341","5589","V905",1511.8,9
"56342","5589","V897",1717.16,10
"56343","559","V561",2105.88,1
"56344","559","V5097",2583.41,2
"56345","559","V5101",3263.6,3
"56346","559","V562",3920.7,4
"56347","559","V556",4439.33,5
"56348","559","V555",4598.19,6
"56349","559","V5090",4918.06,7
"56350","559","V5087",4993.69,8
"56351","559","V875",5223.59,9
"56352","559","V554",6133.3,10
"56353","5590","V5596",2021.39,1
"56354","5590","V7741",2099.49,2
"56355","5590","V5598",2178.26,3
"56356","5590","V7735",2234.52,4
"56357","5590","V7739",2577.74,5
"56358","5590","V5601",2664.92,6
"56359","5590","V5584",3085.25,7
"56360","5590","V2514",3241.64,8
"56361","5590","V5588",3527.44,9
"56362","5590","V7748",3529.5,10
"56363","5591","V5586",2566.91,1
"56364","5591","V903",2889.92,2
"56365","5591","V5597",3059.77,3
"56366","5591","V2533",3280.04,4
"56367","5591","V896",3657.71,5
"56368","5591","V2526",3749.78,6
"56369","5591","V5585",3884.9,7
"56370","5591","V5595",4163.34,8
"56371","5591","V10406",4198.7,9
"56372","5591","V2530",4273.47,10
"56373","5592","V5594",2182.85,1
"56374","5592","V3631",3098.83,2
"56375","5592","V895",3111.22,3
"56376","5592","V5595",3790.92,4
"56377","5592","V5593",3985.09,5
"56378","5592","V9242",4215.18,6
"56379","5592","V896",4361.85,7
"56380","5592","V9235",4443.85,8
"56381","5592","V9241",4505.85,9
"56382","5592","V3628",4565.3,10
"56383","5593","V5599",1481.15,1
"56384","5593","V900",2350.1,2
"56385","5593","V895",3122.68,3
"56386","5593","V9241",3350.69,4
"56387","5593","V3631",3377.09,5
"56388","5593","V3627",3706.36,6
"56389","5593","V5592",3985.09,7
"56390","5593","V898",4749.99,8
"56391","5593","V901",4943.18,9
"56392","5593","V10487",5189.23,10
"56393","5594","V5595",1887.12,1
"56394","5594","V5592",2182.85,2
"56395","5594","V3628",2430.25,3
"56396","5594","V896",3216.91,4
"56397","5594","V903",3276.65,5
"56398","5594","V895",3668.84,6
"56399","5594","V3626",3947.12,7
"56400","5594","V9235",4681.65,8
"56401","5594","V9246",5054.59,9
"56402","5594","V9236",5145.78,10
"56403","5595","V903",1453.35,1
"56404","5595","V896",1872.26,2
"56405","5595","V5594",1887.12,3
"56406","5595","V3628",2188.33,4
"56407","5595","V5597",3776.77,5
"56408","5595","V5592",3790.92,6
"56409","5595","V895",3805.96,7
"56410","5595","V5591",4163.34,8
"56411","5595","V5585",4254.02,9
"56412","5595","V3626",4555.99,10
"56413","5596","V7735",1810.74,1
"56414","5596","V5590",2021.39,2
"56415","5596","V5601",2079.27,3
"56416","5596","V902",2342.53,4
"56417","5596","V7739",3255.11,5
"56418","5596","V5598",3274.23,6
"56419","5596","V7740",3302.2,7
"56420","5596","V898",3572.74,8
"56421","5596","V7741",3854.64,9
"56422","5596","V5600",3984.62,10
"56423","5597","V2533",2183.9,1
"56424","5597","V1292",2268.26,2
"56425","5597","V903",2481.78,3
"56426","5597","V5591",3059.77,4
"56427","5597","V3628",3402.88,5
"56428","5597","V5595",3776.77,6
"56429","5597","V896",4665.42,7
"56430","5597","V1295",4777.11,8
"56431","5597","V3626",5192.28,9
"56432","5597","V5594",5297.49,10
"56433","5598","V5584",1527.47,1
"56434","5598","V894",1678.91,2
"56435","5598","V5601",2166.65,3
"56436","5598","V5590",2178.26,4
"56437","5598","V5582",2335.16,5
"56438","5598","V5583",2358.31,6
"56439","5598","V899",2432.53,7
"56440","5598","V5588",2616.16,8
"56441","5598","V897",2662.42,9
"56442","5598","V5577",2765.64,10
"56443","5599","V900",1403.03,1
"56444","5599","V5593",1481.15,2
"56445","5599","V898",3274.22,3
"56446","5599","V895",3479.9,4
"56447","5599","V901",3735.39,5
"56448","5599","V5600",3901.82,6
"56449","5599","V3627",4473.35,7
"56450","5599","V9241",4627.17,8
"56451","5599","V3631",4842.29,9
"56452","5599","V5601",5043.39,10
"56453","56","V53",1024.08,1
"56454","56","V5102",1831.72,2
"56455","56","V36",1867.5,3
"56456","56","V4392",1944.45,4
"56457","56","V35",2243.86,5
"56458","56","V34",2392.91,6
"56459","56","V4394",2449.37,7
"56460","56","V55",2716.4,8
"56461","56","V816",2792.34,9
"56462","56","V4402",2922.52,10
"56463","560","V5562",3751.01,1
"56464","560","V5085",3951.47,2
"56465","560","V5567",4177.86,3
"56466","560","V557",4626.26,4
"56467","560","V5096",4658.24,5
"56468","560","V876",4823.85,6
"56469","560","V873",5184.91,7
"56470","560","V5086",5341.26,8
"56471","560","V870",5493.07,9
"56472","560","V558",5531.66,10
"56473","5600","V898",1627.49,1
"56474","5600","V5601",3340.97,2
"56475","5600","V5599",3901.82,3
"56476","5600","V902",3983.62,4
"56477","5600","V5596",3984.62,5
"56478","5600","V900",4391.61,6
"56479","5600","V901",4471.04,7
"56480","5600","V5593",5235.86,8
"56481","5600","V5598",5476.33,9
"56482","5600","V7735",5636.12,10
"56483","5601","V5596",2079.27,1
"56484","5601","V898",2146.44,2
"56485","5601","V5598",2166.65,3
"56486","5601","V901",2610.89,4
"56487","5601","V5590",2664.92,5
"56488","5601","V5600",3340.97,6
"56489","5601","V894",3536.7,7
"56490","5601","V5584",3687.09,8
"56491","5601","V7735",3776.22,9
"56492","5601","V902",4006.18,10
"56493","5602","V5611",2679.87,1
"56494","5602","V911",2713.77,2
"56495","5602","V912",3012.69,3
"56496","5602","V916",3402.83,4
"56497","5602","V5627",3684.52,5
"56498","5602","V4791",3968.83,6
"56499","5602","V909",4767.88,7
"56500","5602","V5605",5261.14,8
"56501","5602","V9058",5282.19,9
"56502","5602","V5612",5378.59,10
"56503","5603","V5625",1679.06,1
"56504","5603","V5626",2595.01,2
"56505","5603","V5616",3363.56,3
"56506","5603","V5628",3641.92,4
"56507","5603","V915",3865.37,5
"56508","5603","V913",4263.92,6
"56509","5603","V5614",4410.95,7
"56510","5603","V5612",4674.66,8
"56511","5603","V5610",4841.68,9
"56512","5603","V5608",5324.56,10
"56513","5604","V910",2649.62,1
"56514","5604","V5622",2844.84,2
"56515","5604","V5628",2872.92,3
"56516","5604","V5618",2880.11,4
"56517","5604","V915",2953.05,5
"56518","5604","V913",3954.51,6
"56519","5604","V5624",4962.34,7
"56520","5604","V5621",5005.83,8
"56521","5604","V5623",5832.27,9
"56522","5604","V5614",6182.46,10
"56523","5605","V4791",1677.11,1
"56524","5605","V911",2553.49,2
"56525","5605","V5608",2751.18,3
"56526","5605","V5612",3042.7,4
"56527","5605","V917",3172.07,5
"56528","5605","V5629",4121.31,6
"56529","5605","V912",4996.91,7
"56530","5605","V5602",5261.14,8
"56531","5605","V1846",5707.77,9
"56532","5605","V5626",6015.72,10
"56533","5606","V5615",2439.36,1
"56534","5606","V5620",3425.59,2
"56535","5606","V906",4427.25,3
"56536","5606","V5607",4432.03,4
"56537","5606","V5609",4677.23,5
"56538","5606","V5621",6201.23,6
"56539","5606","V5617",6467.41,7
"56540","5606","V5613",6721.13,8
"56541","5606","V5664",6858.85,9
"56542","5606","V914",7617.25,10
"56543","5607","V5620",1495.88,1
"56544","5607","V5609",2096.82,2
"56545","5607","V5617",2734.89,3
"56546","5607","V5615",3206.5,4
"56547","5607","V914",3264.68,5
"56548","5607","V5664",4209.09,6
"56549","5607","V5606",4432.03,7
"56550","5607","V906",4585.8,8
"56551","5607","V5613",5207.62,9
"56552","5607","V5621",6389.29,10
"56553","5608","V5629",1508.33,1
"56554","5608","V5612",2741.85,2
